FID_,Max_1HR,Max_1HR_2,Max_1HR_72,Max_1TD,RH_Count,TD_Count,EV,DTW,TWI,Suscept_3
3305,1.08078089407,0.0609084668301,0.0609084668301,0.45,4,0,0.887084524295,334.822540733,5.16524808153,1
3428,1.22298973593,0.0516603117616,0.0516603117616,0.45,4,0,2.64048916549,336.655374594,6.837211836720001,1
3434,1.27704262954,0.0530272242095999,0.0530272242095999,0.45,4,0,3.2776294147,342.47525441,4.74584163678,1
3439,1.07214964303,0.0622906758027,0.0622906758027,0.45,4,0,1.2342190239,105.058490621,7.43881896478,1
3486,1.19861992941,0.0476681818649,0.0476681818649,0.45,4,0,1.87875957139,153.17313780999996,6.87281595918,1
3524,1.15450453758,0.0506600749545999,0.0506600749545999,0.45,4,0,2.58526673431,567.741769,6.220559365160001,1
3537,1.155889678,0.0506204716861,0.0506204716861,0.45,4,0,2.31559767506,501.956438337,7.11962368375,1
3538,1.16068506645,0.0506421662235999,0.0506421662235999,0.45,4,0,2.57277083397,425.13245169,7.24424170316,1
3684,1.1633581996,0.0485751517738,0.0485751517738,0.45,4,0,3.09328828872,133.40069957,5.28800649967,1
3687,1.1643785476700002,0.0485518259306999,0.0485518259306999,0.45,4,0,2.9055763483,203.525457963,4.90772362505,1
3688,1.16234203248,0.0485985320831999,0.0485985320831999,0.45,4,0,2.87938833855,230.046263257,6.42445719418,1
3689,1.16057158494,0.0486415879893,0.0486415879893,0.45,4,0,2.97795505593,280.56170342900003,6.54644271054,1
3808,1.19902131174,0.048703052037,0.048703052037,0.45,4,0,1.5602801613,247.800326993,5.394436595599999,1
4018,1.3713888892,0.0543525678416,0.0543525678416,0.45,4,0,3.38380951951,1711.5454797,7.152804322100001,1
4029,1.08240015308,0.0571968834847,0.0571968834847,0.45,4,0,1.07583866391,577.6740430790001,7.56201507213,1
4105,1.05448505878,0.0690286012986999,0.0690286012986999,0.45,4,0,1.87076175936,256.05500568400004,5.5148439228,1
4124,1.39237956774,0.0562811286322,0.0562811286322,0.45,4,0,3.6001071221600003,578.6940016969999,4.76575711133,1
4139,1.4628227819600002,0.0576081624174,0.0576081624174,0.45,4,0,3.64933684845,1901.26549974,5.37776739169,1
4153,1.28219040235,0.0399905709136,0.0399905709136,0.45,4,0,2.1087560513100003,723.977860224,6.6760190351,1
4155,1.28154681653,0.0396956292038,0.0396956292038,0.45,4,0,2.06514740637,795.111698771,7.89821638214,1
4156,1.2801281234,0.0396068959923,0.0396068959923,0.45,4,0,2.16845756046,733.33842598,7.96071466186,1
4177,1.33976506159,0.0492865214574,0.0492865214574,0.45,4,0,2.45951381472,289.639355631,6.978740716900001,1
4181,1.32361354547,0.0490033148843,0.0490033148843,0.45,4,0,2.59744998558,253.625035033,7.258810418509999,1
4196,1.29629858874,0.0412842327003,0.0412842327003,0.45,4,0,2.44826369892,884.0727670110001,6.45575591022,1
4197,1.29439798782,0.0409638940504,0.0409638940504,0.45,4,0,2.35111246189,841.3609071389999,8.365520831870002,1
4221,1.63460550308,0.0614155733958,0.0614155733958,0.45,4,0,3.74368747207,2387.51641032,4.9851851205,1
4222,1.63212543423,0.0617199696095,0.0617199696095,0.45,4,0,3.73410615054,2269.03221932,6.13384928506,1
4271,1.33528567553,0.0541834804229,0.0541834804229,0.45,4,0,2.98890323517,121.202606664,7.22346274503,1
4280,1.6368162816999998,0.0610808437883,0.0610808437883,0.45,4,0,3.69557172146,2495.50823133,6.3648124583,1
4281,1.63994736716,0.0605892692956,0.0605892692956,0.45,4,0,3.6978825791,2611.04027064,6.38261665264,1
4285,1.09698829813,0.0641941186988,0.0641941186988,0.45,4,0,2.57957076545,758.443826114,5.41595328348,1
4359,1.1829024637,0.0536799297521,0.0536799297521,0.45,4,0,1.26537323204,287.942235639,5.77948122294,1
4436,1.55937099854,0.063448161756,0.063448161756,0.45,4,0,2.82763119665,736.434043728,5.6954442487,1
4438,1.55587875843,0.0635631424638,0.0635631424638,0.45,4,0,3.09307649816,748.364772724,4.7917772675800006,1
4445,1.27343272759,0.0358723790337,0.0358723790337,0.45,4,0,1.5803004527700002,117.347640144,7.07503802537,1
4447,1.2764292915,0.0360254041093,0.0360254041093,0.45,4,0,1.66026700525,192.05474466400003,7.21416694978,1
4448,1.27557743212,0.0359326017185999,0.0359326017185999,0.45,4,0,1.6205128935800002,175.89090475900002,8.829877441960003,1
4449,1.2860736888,0.0384859899379999,0.0384859899379999,0.45,4,0,2.1330257929,652.8580210969999,7.884860026059999,1
4452,1.28604672521,0.0379943837554,0.0379943837554,0.45,4,0,2.01167185122,551.017826638,8.25810322157,1
4474,1.59009157197,0.0644946701951,0.0644946701951,0.45,4,0,2.50143116453,601.747500601,5.721404274299999,1
4481,1.43430551199,0.0575032856029,0.0575032856029,0.45,4,0,3.45797955629,1188.7814616899998,7.50940752178,1
4483,1.44178574701,0.0579094201806999,0.0579094201806999,0.45,4,0,3.5241306654400004,1370.9234259299997,5.74733576638,1
4517,1.27359475621,0.0352907404969,0.0352907404969,0.45,4,0,1.7256444781600002,290.130196058,6.37063349765,1
4519,1.27414411609,0.0353604254581,0.0353604254581,0.45,4,0,1.7004704776,316.63151777400003,7.632886051080001,1
4522,1.27628630504,0.0355101028425,0.0355101028425,0.45,4,0,1.78966374444,310.586509131,7.06608533577,1
4537,1.2797872637,0.0370186807455,0.0370186807455,0.45,4,0,1.95020146117,317.96429344,7.43496370668,1
4548,1.32344300747,0.0492149431597,0.0492149431597,0.45,4,0,2.51646695941,187.97466842,6.973834513150001,1
4552,1.46057606827,0.0591322025791999,0.0591322025791999,0.45,4,0,3.13430417877,1364.44455012,5.873088932180001,1
4557,1.2832734166500002,0.0399726831206999,0.0399726831206999,0.45,4,0,2.12127216693,680.4281262649998,8.33887034892,1
4587,1.05815334361,0.0676493120605,0.0676493120605,0.45,4,0,1.5177988523,417.943603068,5.55482762645,1
4589,1.05765583556,0.0677057401103,0.0677057401103,0.45,4,0,1.3752103727,256.718292012,6.23933494337,1
4661,1.19651893501,0.0523118826978,0.0523118826978,0.45,4,0,2.20023187461,735.8687547309999,5.58911849345,1
4663,1.4219988890200002,0.0575625945169,0.0575625945169,0.45,4,0,2.57674799966,541.832752211,5.13650115691,1
4664,1.42921873208,0.0579310708904,0.0579310708904,0.45,4,0,2.33839981176,395.027486433,4.73526488103,1
4666,1.23355622866,0.0465306730044,0.0465306730044,0.45,4,0,1.19450778493,119.778645371,4.76374073697,1
4671,1.07515518544,0.0663780419756,0.0663780419756,0.45,4,0,1.97356738751,1445.48022533,7.31762264101,1
4682,1.06331746659,0.066274095011,0.066274095011,0.45,4,0,1.75483153976,848.495795236,7.76480211621,1
4760,1.27403002779,0.0347900247821999,0.0347900247821999,0.45,4,0,1.50272567389,155.062408133,7.64343396209,1
4762,1.27680637581,0.0351710667435,0.0351710667435,0.45,4,0,1.58941761712,187.801342325,6.62065379091,1
4763,1.27598439003,0.0350016246325,0.0350016246325,0.45,4,0,1.49852825045,161.009898048,7.63857435406,1
4798,1.33906433771,0.0490139889482,0.0490139889482,0.45,4,0,2.49258220504,253.29602126,5.99943243976,1
4844,1.56760697002,0.0610778444324999,0.0610778444324999,0.45,4,0,3.56091286436,1781.05428582,4.53706479979,1
4861,1.43166326243,0.0566562705126999,0.0566562705126999,0.45,4,0,3.317312342,1447.572867,6.20025325102,1
4936,1.4169716424,0.0568925931022,0.0568925931022,0.45,4,0,3.48755993162,892.1259092259999,7.896507833409999,1
4937,1.4101418923500002,0.0567486574715,0.0567486574715,0.45,4,0,3.44960632601,801.7554432589999,9.17989726487,1
4976,1.4256575654,0.0575696248560999,0.0575696248560999,0.45,4,0,3.37268436189,1218.20303592,6.032244975499999,1
4988,1.08227805988,0.064629672986,0.064629672986,0.45,4,0,2.45186117231,1288.87345896,5.269262840220001,1
5012,1.13061112061,0.0600803384655,0.0600803384655,0.45,4,0,2.00513260523,471.527207588,5.892513276569999,1
5028,1.28992854792,0.0412001738709,0.0412001738709,0.45,4,0,2.71570138616,492.546232506,4.82710686282,1
5042,1.28972297024,0.0407783987896999,0.0407783987896999,0.45,4,0,2.23610822919,610.650609906,7.71313481097,1
5043,1.28989274991,0.0403512024727,0.0403512024727,0.45,4,0,2.06975012816,754.9216044369999,7.79108543004,1
5044,1.28906907141,0.0400114112534,0.0400114112534,0.45,4,0,2.16726005077,826.185316441,6.933769932200001,1
5056,1.32471162081,0.0467205919324999,0.0467205919324999,0.45,4,0,2.0609368411,558.97093655,6.59076941291,1
5108,1.0638534614,0.0660826546805,0.0660826546805,0.45,4,0,1.82496956892,756.332802144,7.607976296569999,1
5147,1.3758651401300002,0.0556773974427,0.0556773974427,0.45,4,0,3.68591297052,231.292542715,4.79027454838,1
5158,1.06303891844,0.0661785643624,0.0661785643624,0.45,4,0,1.90402530778,877.793967143,5.34476798223,1
5231,1.06266667587,0.0675178285954,0.0675178285954,0.45,4,0,1.83380542687,1488.19352689,8.04851657263,1
5233,1.06324110597,0.0673061131926,0.0673061131926,0.45,4,0,1.87557838487,1329.4807899500004,8.30871809516,1
5237,1.06004415618,0.0679204818551,0.0679204818551,0.45,4,0,1.77658358133,1190.44189648,8.53069678689,1
5248,1.4866135284,0.059680252756,0.059680252756,0.45,4,0,3.20482970207,1801.28095974,6.65118933678,1
5281,1.29119869215,0.0403969539329,0.0403969539329,0.45,4,0,2.1931820868700003,800.4492373019999,7.120251511059999,1
5282,1.29315443472,0.0407521020281999,0.0407521020281999,0.45,4,0,2.26489086551,802.639027968,7.67514930489,1
5332,1.63838773652,0.0614921635899,0.0614921635899,0.45,4,0,3.81208358061,2387.74116896,5.25520962719,1
5360,1.4429757114,0.0567374159499999,0.0567374159499999,0.45,4,0,3.34201446622,1707.08988493,8.62436766595,1
5361,1.43460796414,0.0564128283153999,0.0564128283153999,0.45,4,0,3.40348107719,1616.82147127,8.56059341882,1
5405,1.36003523685,0.0548893036519,0.0548893036519,0.45,4,0,1.90488523402,36.6842416383,4.82357237861,1
5440,1.05812136058,0.0677796513613,0.0677796513613,0.45,4,0,1.65022698397,476.003636528,6.15671647021,1
5447,1.36669674405,0.0540661785613999,0.0540661785613999,0.45,4,0,1.36173734402,285.411695263,6.30170394655,1
5535,1.53638398031,0.0621560512688999,0.0621560512688999,0.45,4,0,2.8766495202999995,1163.71844446,7.25503067716,1
5571,1.67515717055,0.0567186436894,0.0567186436894,0.45,4,0,5.61623177087,3270.65623277,4.5090898044,1
5587,1.31556834493,0.0439841050788,0.0439841050788,0.45,4,0,2.34329170714,1137.53204364,6.32928687444,1
5588,1.31744825363,0.0444986425339999,0.0444986425339999,0.45,4,0,2.29251735457,1047.33688827,6.08102992051,1
5599,1.39795315486,0.0564988603884,0.0564988603884,0.45,4,0,3.44083252733,701.635190184,8.20594761592,1
5600,1.40266757011,0.0566877163947,0.0566877163947,0.45,4,0,3.4537814577,805.2948075079998,8.22959170476,1
5609,1.44591030708,0.0572972915207,0.0572972915207,0.45,4,0,3.82062542823,1567.80973173,4.96717354951,1
5617,1.26160996954,0.0427289322019,0.0427289322019,0.45,4,0,1.51948247187,93.4258668339,5.17202912355,1
5710,1.61173517271,0.0640824481845,0.0640824481845,0.45,4,0,3.11583755496,1189.9614031500005,5.44464659984,1
5713,1.59698303331,0.0647414041716,0.0647414041716,0.45,4,0,2.58607160511,612.049395658,5.61668288261,1
5717,1.44481427542,0.0567266677639,0.0567266677639,0.45,4,0,3.3026403280400003,1752.95636456,7.5359617767,1
5722,1.4363699987,0.0564062314044,0.0564062314044,0.45,4,0,3.50334921171,1664.1709862,7.07758006234,1
5831,1.67142929111,0.0659469854936,0.0659469854936,0.45,4,0,3.35567314274,1332.7517298300004,5.59364714416,1
5869,1.31530380036,0.0409868524543,0.0409868524543,0.45,4,0,2.76569061072,1086.65372425,5.78464548029,1
5903,1.50491910556,0.0623077564584,0.0623077564584,0.45,4,0,3.18714531811,1560.4963185,5.21694088263,1
5906,1.22153533533,0.0507728672618,0.0507728672618,0.45,4,0,2.23271745289,1544.47683788,5.11525871268,1
5973,1.71979104218,0.0691911863129999,0.0691911863129999,0.45,4,0,2.73417715655,1121.84684437,6.71015638642,1
6018,1.27669524295,0.0337699219318,0.0337699219318,0.45,4,0,1.79260400965,96.3939292975,6.71646081349,1
6020,1.29964482986,0.0394999908946,0.0394999908946,0.45,4,0,2.83800346107,1222.70759292,7.78779065821,1
6021,1.29967238222,0.0392741695046,0.0392741695046,0.45,4,0,2.70610036991,1165.82829886,7.008671215950001,1
6044,1.17068409257,0.0576697629358999,0.0576697629358999,0.45,4,0,0.759368677139,384.103067627,6.52373749319,1
6054,1.7223268577000002,0.0638208042032,0.0638208042032,0.45,4,0,3.40215838165,2328.33183261,7.91035512665,1
6056,1.7081185641,0.0622367226872,0.0622367226872,0.45,4,0,3.54183030128,2520.70718116,7.324400231109999,1
6057,1.70792585123,0.0628781069498,0.0628781069498,0.45,4,0,3.4311807789600004,2388.10073807,7.39433842102,1
6058,1.71525481343,0.0632749249094,0.0632749249094,0.45,4,0,3.25587891166,2371.70089111,8.00203607503,1
6066,1.68461511665,0.0640126577681999,0.0640126577681999,0.45,4,0,3.67922235576,1890.9235393,4.5185131172,1
6096,1.7109310627,0.0677321647693,0.0677321647693,0.45,4,0,3.0133296575800004,1343.28593454,5.124464729940001,1
6110,1.27151885073,0.0308891295187,0.0308891295187,0.45,4,0,1.33733639598,118.195737031,6.195774365319999,1
6113,1.2716584972,0.0312849400298999,0.0312849400298999,0.45,4,0,1.08404551731,63.7545048963,5.33643212038,1
6122,1.72451048331,0.0665141948245,0.0665141948245,0.45,4,0,3.38749687992,1795.00250731,5.41504075987,1
6129,1.18374202496,0.0568390323375,0.0568390323375,0.45,4,0,1.78430881176,1225.87588552,6.096057440549999,1
6157,1.15107721993,0.0613115662427,0.0613115662427,0.45,4,0,1.8932803454,2100.57426158,7.2482447172,1
6158,1.14739807581,0.0616854489228,0.0616854489228,0.45,4,0,2.0004580989700003,2161.75083109,8.0266916787,1
6178,1.28095022769,0.0350148156285,0.0350148156285,0.45,4,0,1.831856693,196.39889927,7.41521901719,1
6192,1.05298936573,0.0695968139274,0.0695968139274,0.45,4,0,1.7499369511199998,578.4288285070002,6.38489203355,1
6193,1.0532633553900002,0.0695343982767,0.0695343982767,0.45,4,0,1.7025844609599998,547.283053444,6.39216945151,1
6194,1.0531182803,0.0695647948004,0.0695647948004,0.45,4,0,1.6673621416800002,581.952341986,7.2514585753,1
6215,1.37342300363,0.0493891616554,0.0493891616554,0.45,4,0,2.86291755801,475.325872646,6.07788783798,1
6229,1.7348540373,0.0731031591432,0.0731031591432,0.45,4,0,2.9321836779400003,683.5082119209999,5.41465409315,1
6231,1.74132515987,0.0707989847908,0.0707989847908,0.45,4,0,3.09044035391,1262.0194178,4.89654107994,1
6233,1.73872942642,0.0720768035468,0.0720768035468,0.45,4,0,2.83771120231,977.466673004,5.15095235187,1
6234,1.73689192739,0.0726162086016,0.0726162086016,0.45,4,0,2.72431308359,832.039653163,5.28171450972,1
6249,1.55405654196,0.0664966478944,0.0664966478944,0.45,4,0,3.13728218348,1293.84186824,5.37687361018,1
6256,1.70083532984,0.074536928399,0.074536928399,0.45,4,0,2.56549218037,484.006557083,6.39995347451,1
6257,1.7113983035100002,0.0754485619565,0.0754485619565,0.45,4,0,2.53541363176,635.9937242969999,6.75555892061,1
6277,1.22019274611,0.0520363539260999,0.0520363539260999,0.45,4,0,1.4602009288100002,2300.25338988,8.15665084282,1
6278,1.22351488623,0.0514185948266,0.0514185948266,0.45,4,0,1.50198541607,2354.7571574,8.94639798533,1
6316,1.17034572262,0.0578957191210999,0.0578957191210999,0.45,4,0,0.973037613192,551.12177337,5.0845329035,1
6317,1.17019341787,0.0577813930809,0.0577813930809,0.45,4,0,0.7864443646160001,429.345417644,6.35243750032,1
6350,1.33179229306,0.0427292640651,0.0427292640651,0.45,4,0,2.23176060268,1121.81840935,5.710880724500001,1
6360,1.25397975104,0.0445307843386999,0.0445307843386999,0.45,4,0,2.84248941352,996.602669172,4.50733457869,1
6361,1.4477224673300002,0.0566637194637,0.0566637194637,0.45,4,0,2.79419682205,1885.13085686,5.36983316416,1
6406,1.75386228602,0.0751231997195,0.0751231997195,0.45,4,0,3.09023191812,907.035193948,4.07569852665,1
6407,1.74601525731,0.0744164598485,0.0744164598485,0.45,4,0,3.03473368895,769.706022516,4.23108116825,1
6416,1.29392395208,0.0406892648653,0.0406892648653,0.45,4,0,2.32872793751,879.4842264049998,7.22360636371,1
6433,1.18251177831,0.0573924566533999,0.0573924566533999,0.45,4,0,2.27001795396,1533.55396971,6.05842600373,1
6439,1.15168585344,0.0611509086734,0.0611509086734,0.45,4,0,1.72359954457,1994.55425621,7.52740094892,1
6440,1.15097553531,0.0610871358464,0.0610871358464,0.45,4,0,1.74234324694,1873.82493748,7.70436118865,1
6448,1.59153301551,0.0648417644973,0.0648417644973,0.45,4,0,2.46490619231,472.91532169,6.79932648765,1
6450,1.28994360096,0.0399644493468,0.0399644493468,0.45,4,0,2.1237497923,882.6602976239999,7.47986195485,1
6451,1.2899323419,0.039532691556,0.039532691556,0.45,4,0,2.36452326213,946.056359395,7.15677642893,1
6470,1.45840181132,0.0589293556571999,0.0589293556571999,0.45,4,0,1.81606176332,143.587945977,4.82403101653,1
6487,1.3731765725799998,0.0495515110503,0.0495515110503,0.45,4,0,2.63528991685,315.823368393,5.93851558592,1
6489,1.36417631236,0.0483589802276,0.0483589802276,0.45,4,0,2.73085892772,431.244784294,6.15785773473,1
6490,1.37032009325,0.0491066047501,0.0491066047501,0.45,4,0,2.6610843979800003,412.345372061,6.939583741339999,1
6491,1.70914360367,0.0709132057583,0.0709132057583,0.45,4,0,2.24280111728,481.361830588,8.33679819954,1
6492,1.7108222842199998,0.0705144137144,0.0705144137144,0.45,4,0,2.11513346019,628.1630289710001,7.41698464712,1
6497,1.05317200422,0.0695436395705,0.0695436395705,0.45,4,0,1.71740762754,536.390531025,6.49260318084,1
6508,1.21900520722,0.0523239178583,0.0523239178583,0.45,4,0,1.50199795377,2275.50765737,7.01330209762,1
6545,1.12943482399,0.0614899205664999,0.0614899205664999,0.45,4,0,3.0348832808,1148.14779227,5.03579026322,1
6611,1.06537021995,0.068654663985,0.068654663985,0.45,4,0,2.20637331371,465.402885595,6.70083840711,1
6620,1.5349643877,0.0646333137559,0.0646333137559,0.45,4,0,2.51334310956,557.504072847,6.31324752875,1
6621,1.52439017954,0.0639067278083,0.0639067278083,0.45,4,0,2.62711129284,687.7767538039999,5.7111815581,1
6630,1.13696003364,0.0627087530191,0.0627087530191,0.45,4,0,2.53149910595,2352.02734447,9.42836533284,1
6645,1.31842708091,0.043908606749,0.043908606749,0.45,4,0,2.46338702717,1299.9824441100004,5.75904330942,1
6664,1.6382403311000002,0.065442487336,0.065442487336,0.45,4,0,3.17299516903,1225.5928441500002,5.0864058477,1
6674,1.59764624003,0.0650124886271,0.0650124886271,0.45,4,0,2.3899929753,507.66379444,7.05869187308,1
6675,1.60453598499,0.0654998640219,0.0654998640219,0.45,4,0,2.62557722641,473.400073367,5.09203361203,1
6694,1.05799685143,0.0689751091931,0.0689751091931,0.45,4,0,2.38422959501,1050.70402996,8.55691030351,1
6730,1.4995698997,0.0621283482228,0.0621283482228,0.45,4,0,2.89890866064,544.121998525,5.05475977171,1
6789,1.33214540805,0.0428940799024,0.0428940799024,0.45,4,0,2.32155446017,1133.69599753,6.08504701719,1
6807,1.33606934997,0.0433845641619,0.0433845641619,0.45,4,0,2.24411747786,1211.7689174099996,7.22385359113,1
6878,1.32911386161,0.0450878840839,0.0450878840839,0.45,4,0,2.60002983833,949.140215114,4.786351037519999,1
6884,1.67734744425,0.0635944904180999,0.0635944904180999,0.45,4,0,3.64458566013,1907.95652532,4.39462212264,1
6888,1.3010197563,0.0396868354588,0.0396868354588,0.45,4,0,2.7939052812000003,1257.2901240499998,7.753210671030001,1
6944,1.2717276922,0.0309444702472,0.0309444702472,0.45,4,0,1.32385258521,170.161100594,5.77862228699,1
6957,1.71238867373,0.0700813650057,0.0700813650057,0.45,4,0,2.09839224336,774.961162131,7.43362468234,1
6958,1.71297802528,0.0704496266941,0.0704496266941,0.45,4,0,2.12549199119,683.2552565350002,6.62749328613,1
6959,1.7186978336,0.070871034059,0.070871034059,0.45,4,0,2.30272921177,691.571922146,7.358236049049999,1
6962,1.71836407979,0.0701799186567,0.0701799186567,0.45,4,0,2.3422461178,849.3180653949998,7.43627342292,1
6980,1.69737049299,0.0740100882415,0.0740100882415,0.45,4,0,2.78054511836,371.650014611,5.1185877489800005,1
7001,1.14813416673,0.061331673607,0.061331673607,0.45,4,0,1.96760598057,1869.55040976,8.56117494949,1
7027,1.50229915764,0.062012020565,0.062012020565,0.45,4,0,3.34650985897,1630.85766826,4.99168430735,1
7029,1.42820683019,0.0546315672068999,0.0546315672068999,0.45,4,0,2.5470617087000003,1711.2854043299997,7.42690838441,1
7034,1.41621157579,0.0532867366023,0.0532867366023,0.45,4,0,2.61927425861,1664.71475864,7.50352323679,1
7035,1.42536962032,0.0542808949249,0.0542808949249,0.45,4,0,2.5477720223,1747.96118952,6.87092172192,1
7058,1.65519548271,0.0629531555509,0.0629531555509,0.45,4,0,3.47771120414,2066.6622114,7.66888685142,1
7059,1.6521324268700002,0.0634551748376,0.0634551748376,0.45,4,0,3.5576124741000004,1948.2995426,7.1454338035800005,1
7096,1.68295418333,0.0634953986715,0.0634953986715,0.45,4,0,3.52009967099,1992.94986592,6.861941170540001,1
7103,1.6854369891299998,0.0628848529437,0.0628848529437,0.45,4,0,3.58105261684,2162.84998779,7.03967893755,1
7129,1.23636095524,0.0472606844579,0.0472606844579,0.45,4,0,0.963869137868,623.409936776,5.74228238495,1
7169,1.67425076778,0.0658205827841,0.0658205827841,0.45,4,0,3.25957984191,1360.9827023100004,6.18155579885,1
